albanian_title,english_title
Ndihmes per Embelsira,Help for Sweets
Kontabilist,Accountant
Inspektues per kontrollim teknik,Inspector for technical control
Isnpektues,Inspector
Asitent adminstrativ,Administrative assistant
Suvatues,Plasterer
Menaxher i rrjeteve Sociale,Manager of Social networks
Zyrtar i pagesave,Paying Officer
Kujdestar i kafsheve,Animal caretaker
Punetore ne terren,Field worker
Puntor fizik,Physical worker
EDUKATORE,nursery governess
Komercialist,commercially
Ndihmese Mesuese,Teaching Assistant
Puntor per Mobileri,Worker for Furniture
Kamarier ne Vaar SH.P.K.,Waiter in Vaar Sh.P.K.
Vend pune ne Sofra SH.P.K.,Workplace at Sofra Sh.P.K.
Ndihmese/Frizerk,Assistant/Hairdresser
Shpediter,freight forwarder
Pergjegjes per Puntor dhe Mbikqyres te Puntoreve,Responsible for Worker and Worker Supervisor
Asistente e Parukerise,Hairdressing Assistant
Video editor,Video editor
SHITSE,SELL
Agjent Patundshmerie,Real Estate Agent
Financa/Administrate,Finance/Administration
PRAKTIKANT - INXHINIER MEKANIK/HQ,TRAINEE - MECHANICAL ENGINEER/HQ
roje fizike,physical guard
Asistente-t,Assistants
Fizioterapeut,Physiotherapist
ASISTENTE ADMINISTRATIVE,ADMINISTRATIVE ASSISTANT
Punetore ne lavanderi,Laundry worker
Mesuse e Anglishtes,Mesuse of English
Financare,Financial
Menaxhim i stokut - Gjakove,Stock management - Gjakove
Punetore ne prodhim - Gjakove,Production worker - Gjakove
Kerkoj Punetor per lemin e drurit,I am looking for a worker for wood sawing
Mirembajtese Zyre-Pastruese,Office Maintenance-Cleaner
Kameraman,cameraman
Asistente Mjekesore,Medical Assistant
Financier,Financial
Administrativni asistent,Administrative assistant
Menadžer prodaje,Sales manager
Agjent e shitjes,Sales agent
Valentina Haxhiu B.I.,Valentina Haxhiu B.I.
Puntore per mirembajtje,Maintenance workshop
Inxhiniere e Kimise,Chemical Engineer
Reletepunues,Relay operator
Ndihmese/Administratore,Assistant/Administrator
Kamerier,Waiter
furre e bukes,bakery
RoletePunues,Working roles
PUNTORE SUVATIMI,PLASTERING WORKS
Punetore ne prodhim te bukes,Bakery worker
Dizajn dhe shtypje,Design and printing
Mirembajtes,pipeliner
Infermieri e Pergjithshme,General Nursing
Administrator per Pranimin e Pacienteve,Administrator for Patient Admission
PUNETOR FIZIKE,PHYSICAL WORKER
Shitse ne Butik,Sell ​​in Boutique
Shites-Shitese,Sales-Sales
Punetore ne sallonin e ondulimit,Worker in the curling salon
FINANCIER,FINANCIAL
Shites Shitese,Sales Sales
Ndihms kuzhine,Kitchen help
Enlarse,Increase
Agjent tregtar,Commercial agent
Ndihmes ne sherbimet e transportit,Help in transportation services
Hixhenist,Hygienist
Manikyriste,Manicurist
Shites derivateve,Sell ​​derivatives
Shites ne Market/Arkatare,For sale in the Market/Cashier
Kerkohet Personel Pastrimi per Shkollen,Cleaning staff required for the school
INXHINIER,engineer
Sherbime juridike,Legal services
Shites ne lokal (Mobishop Qendrimi),Local seller (Mobishop Center)
Ndihmese ne Kuzhine,Help in the Kitchen
Moler - Fasader,Moler - Facader
Kerkohet fizioterapeut,Physiotherapist wanted
Kerkojme Punetore,We are looking for a worker
Asistent i Kontabilitetit,Accounting Assistant
Shites ne lokal ( Mobishop Qendrimi),Local seller (Mobishop Center)
MONTUES,fitter
Kerkojme punetore,We are looking for female workers
Menagjere e lokalit,Bar manager
Vllaznim Mehana B.I.,Vllaznim Mehana B.I.
Ndihmes limar,Filing assistant
Konkur Pune Printim,Print Job Competition
Punetor ne administrat,Worker in administration
Puntor ne administrat,Worker in administration
Artist,Artist
Instalues Elektrik,Electrical Installer
Puntore ne Market,Office in the Market
Ndihmese e dentistit,Dentist's assistant
Praktike ne Departamentin Teknik,Practice in the Technical Department
Zdrukthetar,Carpenter
Mbikqyrs-e per puntor,Worker supervisor
Asistente dentar,Dental assistant
agjente i shitjes,sales agent
Ngjyrosje,ADVENTURES
Asistente ne kontabilitet,Assistant in accounting
PUNTOR,worker
Punetor ne autoservis,Car service worker
Ndihmes / Shitese,Assistant / Saleswoman
Ndihmese ne prodhimin e bukes,Help in the production of bread
Psikolog klinik,Clinical psychologist
Asistente Edukatores,Teaching Assistant
Pastrues per Mirmbajtje Hixhenike,Cleaner for Hygienic Maintenance
Pastrus per Mirmbajtje Hixhenike,Clean for Hygienic Maintenance
Sektoriste ne Market,Sectoral Market
Mirmbajtes Hixhenik,Hygienic Maintenance
Menaxhues i rrjeteve sociale,Social media manager
D.P.T FATIH,D.P.T FATIH
Asisten ne Prodhimine Reklamave,Assistant in Advertising Production
Punetore ne pemishte,Orchard worker
Teknik te Farmacise,Pharmacy technician
Mirembajtse,Goodbye
Teknik Laboratori,Laboratory technician
Kerkes per Puntore,Looking for a job
shites ne Market,for sale in the Market
Ndihmes Gjeodeti,Assistant Surveyor
Jashar Haziri B.I.,Jashar Haziri B.I.
Ndihmes armiruesi,Assistant armorer
Social Media Menager,Social Media Manager
Punetore Ndihmese,Auxiliary Worker
Admnistrate,Administrators
Shitese 4 pozita - Rrobaqepese 7 pozita,Saleswoman 4 positions - Dressmaker 7 positions
Asistent mentore i klasave STEAM,Assistant mentor of STEAM classes
Ngases(vozites)Pirunieri,Forklift driver
Menaxhere e rrjeteve sociale,Social network manager
TROPIKAL,TROPICAL
Punetor per depo,Warehouse worker
Puntor ne depo,Warehouse worker
Kemajl Behluli B.I.,Kemajl Behluli B.I.
Asistente e Edukatores,Teacher's Assistant
Edukator,Educator
Kuzhinier - Kamarier,Cook - Waiter
Content Creator,Content Creator
DEPOISTE,WAREHOUSE
Flakron Peci B.I.,Flakron Peci B.I.
Paketim dhe ambalazhim,Packing and packaging
Ndimese Trainere,Participating Trainer
Asistent Teknik ne Terren,Field Technical Assistant
Liberlidhs,Liberlidhs
Mirmbajtjes Hixhenik,Hygienic Maintenance
asistente dentare,dental assistant
Administration,Administration
Mirmbajtjes Hixhene,Hygiene maintenance
Stomatolog,DENTISTS
Puntore ne Ferme,Farm worker
Mirmbajtes Hixhene,Maintains Hygiene
Punetor ne market,Market worker
FRIZER,hairdressing
Asistente Edukatore,Educational Assistant
Asistent per financa,Financial assistant
Puntor ne ferme,Farmer on the farm
puntor ne ferm,farm worker
Punetor ne shank dhe sherbim,Worker in shank and service
Ndihmes ne instalimin e ngrohjes qendrore,Help in the installation of central heating
Recepcioniste,reception-
mirjeta salihu b.i.,blessing salihu b.i.
skender muharremi b.i.,Skender Muharremi b.i.
mida gashi b.i.,mida gashi b.i.
Montues,fitter
• Rrobaqepes,• Tailor
Fizioterapeute,physiotherapists
Parukier,Hairdresser
Bankiere,Banking
albana bislimi b.i.,albana bislimi b.i.
bardha sahiti b.i.,bardha sahiti b.i.
shitese per market,saleswoman for the market
Shitese ne Lokal,Saleswoman in the Bar
qendrim blenishti b i,buyinish attitude b i
Punetor ne Fabrike,Factory worker
GI KOS IZZY L.L.C.,GI KOS IZZY L.L.C.
Recepsioniste ne laborator,Receptionist in the laboratory
Punetor per keramik,Ceramic worker
Mirmbajtes,Maintenance
Ndihmese Infermiere,Nursing Assistant
Administrat dhe agjente ne teren,Administration and field agents
Financa,finances
Punetore Operativ,Operative Workshop
Tregtia me pakice e tekstileve ne dyqane te specializuara,Retail trade of textiles in specialized stores
Mjeshter ne Prodhimin e Ventilimeve,Master in Ventilation Production
Murator per Tulla Belge,Mason for Belgian Bricks
Jurist ne zyre,Lawyer in the office
Ndertimtari,Construction companies
Ndihmes ne kuzhine,Help in the kitchen
Punetore ne Prodhim,Production worker
Call center,Call center
Ndihmese ne Administrat,Assistant in Administration
SHOFER I KATEGORIS CE,CE CATEGORY DRIVER
BAJ TEKNO SH.P.K.,BAJ TEKNO SH.P.K.
puntor ne kontrollen teknike,worker in technical control
menaxher,manager
Arketar,treasurer
Asistente e shitjes,Sales assistant
Puntore ne Mobileri,Worker in Furniture
Shitese / Praktikante,Saleswoman / Intern
???????/? ??̈ ?????̈? ? ????????????̈ ??????????? (??̈? ?????? ?-?? ????̧),???????/? ??̈ ?????̈? ? ????????????? (??̈? ?????? ?-?? ????̧)
Menaxher i biznesit,Business manager
Punetor administrimi me dokumente te biznesit.,Administration worker with business documents.
SHITES / MONTER,SALESMAN / FITTER
Puntore ne autolarje vetsherbyese,Worker in a self-service car wash
Terapist,Therapist
Kerkojme Puntor ne Administrate,We are looking for an Administration Worker
menaxhemt,management
Punetor per frizer,Hairdresser
Puntor me Shfajc,Puntor with Shfajc
zyrtar ligjore,legal officer
Puntor per Grumbullimin e Materialeve te Riciklueshme,Worker for the Collection of Recyclable Materials
Prodhim i konstrukcioneve metalike,Production of metal constructions
Sherbyes i pijeve,Beverage server
Kadir Terzini B.I.,Kadir Terzini B.I.
Kontrollor te cilesis,Quality controller
Teknik Kontabiliteti,Accounting Technician
Bukepjekes,baker
Konkurs pune per modele,Job competition for models
Ndihmes Instalues,Assistant Installer
Punetor per rregullimin e oborreve,Yard maintenance worker
Gazetar i kultures,Culture journalist
Menaxher i Rrjetev Sociale,Social Network Manager
Lavdim Haxhiu B.I.,Lavdim Haxhiu B.I.
Pergjegjes - sektori,Responsible - sector
Kamarier - Banakier,Waiter - Bartender
Praktikante ne infermieri,Intern in nursing
Qendistare 4,Embroiderer 4
Menaxher per pika,Point manager
Shitese fizike 10,Physical seller 10
Punetor ne ndertim,Construction worker
Teknik i Farmacise,Pharmacy technician
Azbidin Terzini B.I.,Azbidin Terzini B.I.
Menaxher biznesi,Business manager
Zyrtar Administrativ,Administrative Officer
Berber,shaver
shitse ambulantive,ambulatory shots
Agjent shitjes,Sales agent
Fakturiste,Accountant
Punonjes Administrativ,Administrative Employee
Guri Ceramic 2024 SH.P.K.,Guri Ceramic 2024 SH.P.K.
Puntore ne Prodhim,Worker in Production
Adminitrate,Administer
Praktikante rrobaqepese,Apprentice seamstress
Asistent e stomatologut,Dentist's assistant
Pune administrative,Administrative work
tesar,treasure
HOTEL VALDRINI SH.P.K.,HOTEL VALDRINI SH.P.K.
Asistent-e i-e Drejorit,Assistant to the Director
Kamarjer ose Banakier,Waiter or Bartender
Pastrim i veturave,Car cleaning
Kontabilitet - Financa,Accounting - Finance
Bleta AM Group,Bee AM Group
RUDINA STORE 100 SH.P.K.,RUDINA STORE 100 SH.P.K.
Puntor ne suvatim,Plastering worker
Administrat - Dorzim dokumentesh ne Platforma te ndryshme,Administration - Submission of documents on different platforms
Inxhinier - Arkitekt,Engineer - Architect
Puntor ndihmes,Assistant worker
Punetore me reklama,Advertising workshop
Punto,bit
Pozita Speciale,Special Position
SHITES,seller
Ndihmese enlarese,Starting aid
Praktikant –Dizajner grafik,Intern - Graphic designer
Agjent i Shitjes Online,Online Sales Agent
Asistent e shitjes - Praktikant,Sales Assistant - Intern
Aktivitetet e dentisteve,Activities of dentists
Zyrtar i Qendres se Karrieres - Praktikant,Career Center Officer - Intern
Egzon I. Tahiri B.I.,Exon I. Tahiri B.I.
Zyrtare per perkrahje te agjenteve dhe klienteve,Agent and customer support officer
Punetor per prodhimin e dyerve dhe dritareve nga plastika,Worker for the production of doors and windows from plastic
Tregtia me pakice ne tezga dhe tregje te mallrave te tjera,Retail trade in stalls and markets of other goods
Instalues i Kabllove,Cable Installer
Rent a Car Semafori SH.P.K,Rent a Car Semafori Sh.P.K
Mjeshter per klima,Climate master
Shites ne butik,For sale in a boutique
Shites ne Butik,For sale in the Boutique
Referent,REFERENCE
Ndihmes per ngjyrosjen e veturave,Help for coloring cars
Kerkoj ndihmese ne sallon,I am looking for help in the salon
ARKATAR,Cashier
Punonjes ne market,Market worker
Nazim Perdibuka B.I.,Nazim Perdibuka B.I.
Ndihmes ne projekte.,Help in projects.
punetor,worker
Gomisteria Loni,Gomisteria Loni
Mekanik i veturave,Car mechanic
puntor bujqesor,agricultural worker
Koordinator i aktiviteve,Coordinator of activities
Teknolog i Ushqimit,Food Technologist
Punojnjes per Vjelje te Kerpudhes,Work for the Harvest of Mushrooms
Ekonomist,Economist
Zyrtare per perkrahje te klienteve dhe agjenteve,Customer and agent support officer
Agjent Telefonik,Telephone Agent
Asistente e Shitjes,Sales Assistant
Teknik i turbinave me ere,Wind turbine technician
Prodhimi i tullave - tjegullave dhe produkteve ndertimore ne argjile te pjekur,Production of bricks - tiles and building products in baked clay
Reporter portal/lajme nderkombetare,Reporter portal/international news
Prodhimi i mobilieve te kuzhines,Production of kitchen furniture
Praktikant per hulumtime dhe analize te dhenave,Intern for research and data analysis
Mirembajtes i veturave,Car maintenance
KOMERCIALIST,commercially
Pozite per pune,Job positions
Gomister/Vullkanizer,Gomister/Vulcanizer
ASISTENT ADMINISTRATIV,ADMINISTRATIVE ASSISTANT
TEKNIK,TECHNICAL
Arkatar-e-Sektorist-e,Treasurer-and-Sectorist-e
Pozite e lire,Vacant position
Teknik te Elektros,Electrical technician
Financiere,financier
Asistent juridik,Legal assistant
Asistent ne montimin e liftave.,Assistant in the assembly of elevators.
Instalues uji dhe monter i saniterise,Plumber and sanitary fitter
Menaxhim dhe mirembajtje e rrjeteve sociale,Management and maintenance of social networks
Projektues i skicave te punes,Designer of work sketches
SHITES NE LOKAL,LOCAL SELLER
puntore ne butik,working in a boutique
Pergjegjese e njesise Suhareke,Suhareke unit manager
SHOFER/ DERGUES MALLI,DRIVER/ SHIPPER
AGJENTE TE SHITJES,SALES AGENTS
Kamarjere,waitresses
FRIZERE,hairdressing
Punetor ne njesin e prodhimit,Worker in the production unit
Puntor administativ,Administrative worker
FURRA NISI SH.P.K.,FURNA NISI SH.P.K.
Punetor Social,Social Worker
Agjent i Perkrahjes Teknike - NOC,Technical Support Agent - NOC
Punetore ne makineri,Machine worker
DELIVERY,DELIVERY
Shitse ne lokal,Sell ​​locally
Ndihmes kuzhine,Kitchen helper
Asistente e edukatores,Teacher's assistant
Asistente Financiare,Financial Assistant
Restorant Pojata,Restaurant Pojata
Sektoriste dhe Arkatare,Sectarian and Treasurer
frizer-e,hairdresser
Punetore ndimese,Auxiliary worker
Kondukter,Conductor
Punetor pastrimi/mirembajtes,Cleaning/Maintenance Worker
Puntore administrative,Administrative offices
Barber,Barber
Agjent ne Qender te thirrjeve,Call Center Agent
Asisten i shitjes,Sales assistant
Teknik Dentar,Dental technician
MENAGJERE,Manager
Menaxher i Mediave Sociale,Social Media Manager
Infermier- Laborant,Nurse - Laboratory technician
Ofert punsimi,Job offer
Shitese ne Argjentari,Seller in Argentari
Puntor Fizik,Physical Worker
Asistent e kontabilitetit,Accounting assistant
Shitees,Sellers
Edukatore Kopshti,Kindergarten teacher
Data Entry,Data Entry
Video Editor / Animator / 3D Modelim,Video Editor / Animator / 3D Modeling
Termo Mal,Termo Mal
Menaxhere dhe asistente e shitjes,Manager and sales assistant
Punetor per shitjen e telefonave,Worker for the sale of telephones
Demostrues i shitjes,Sales Demonstrator
Entry data,Entry date
Puntore Administrat,Administration office
PROGRAMER IT,IT PROGRAMMER
Ndihmes mjeshtri,Assistant master
Data Entry Associate,Data Entry Associate
Shitese ne Dyqan,Salesperson in the store
Ndihmes punetore,Work assistant
Asistente te Stomatologjise,Dental Assistant
Besa-d,Besa-d
Prezantues (agjent ne teren) i produkteve,Presenter (field agent) of the products
SHITES NE LOKA,LOCAL SELLER
Psikologe,Psychologist
Asistente e projekteve/shitese,Project/Sales Assistant
Rrobaqepse,Dressmaker
Parukere,hairdressing
Perpunues i dyereve dhe dritareve te plastikes,Processor of plastic doors and windows
Bazist,bassist
Praktikante,intern
Administratore e biznisit,Business administrator
Staff per Gastronomi,Gastronomy staff
Zhvillues Softueri (C# & TypeScript),Software Developer (C# & TypeScript)
Asistent,Assistant
PUNTOR NE RENTA CAR,CAR RENTAL WORKER
Ndimes shitje dhe servisim,Sales and service department
Menagjer i pergjithshem,General manager
RROBAQEPSE DHE PATRONISTE,ROBACAPES AND PATRONISTS
Ndihmes Dizajner,Assistant Designer
Punedore dhe Modelim,Workshop and Modeling
Patronist,Patronist
Ndihmes kuzhine-enelarse,Kitchen helper
Agjent i Shitijes,Sales Agent
Mireprites per klientele,Welcome to the clientele
Inxhinier Ndertimi,Construction Engineer
Teknike e farmacis,Pharmacy technician
Adminsitrat,Administrators
Gazetar / Perkthyes i Gjuhes Angleze,Journalist / English Language Translator
Praktikante Zhvillues softueri,Intern Software Developer
Bachelor Fizioterapeut,Bachelor Physiotherapist
punetore ne rent,rent worker
Asistente Teknike e Arkitektures,Technical Assistant of Architecture
Punetor ne Administrate,Worker in Administration
Ndihmes berberi,Barber assistant
Punedore,handicrafts are
Agjend,the agenda
Menaxher per social media,Social media manager
Praktikant Permbarimrues,Executive Intern
Limar,Limar
cherry lounge bar,cherry lounge bar
Agjente e shitjes shop / Ferizaj,Sales agent shop / Ferizaj
Afija Sagdati B.I.,Afija Sagdati B.I.
Praktikant Permbarues,Executive Intern
Punetore per mbjellje te thonjeve,Workshop for planting nails
Shites tortev,Selling cakes
Ndihmes ne prodhim,Help in production
Auto Larje,Car Wash
Pastrus per Makina,Car cleaner
Banakier & Kamarier,Bartender & Waiter
Pergjegjese e njesise Shirok Arkatare,Head of Shirok Arkatare unit
Jeta Company,Life Company
Fasader,Facade
Asistente - mbeshtetese per mesimdhenes (Klasa III),Assistant - teacher support (Class III)
Asistent ne Optike,Assistant in Optics
